Name,LastSeen,FirstSeen,NetLastSeen,NetFirstSeen,IpAddress,MacAddress,IsOnline,SerialNumber,HardwareMACAddress,AirWatchID,MerakiID,BatteryLevel,SpaceInternalRemaining,SpaceInternalTotal,IsPosi2_6_0Installed,IsMACRandomizationDisableInstalled
OBS4473POS Android 13.0 10.44.73.113,10/7/2024 19:29,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/28/2024 19:09,10.44.73.113,F40228FB428C,TRUE,R52T50AD9QY,F40228FB428C,14015,k74d054,100,45478,52890,FALSE,FALSE
OBS4473POS Android 13.0 10.44.73.120,2/21/2024 2:34,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.44.73.120,F40228FE546F,FALSE,R52T607Z0WJ,,14016,,72,45619,52890,FALSE,FALSE
OBS4473POS Android 13.0 10.44.73.119,10/5/2024 0:58,1/1/0001 12:00:00 AM,10/5/2024 1:15,2/29/2024 2:27,10.44.73.119,F40228FE547D,FALSE,R52T608Z6VB,F40228FE547D,14017,k300ac4,6,45613,52890,FALSE,FALSE
OBS4473POS Android 13.0 10.44.73.118,10/7/2024 20:00,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/29/2024 23:48,10.44.73.118,40E99B022067,TRUE,R52T608Z69B,40E99B022067,14018,kbf0866,100,45432,52890,FALSE,FALSE
OBS4716POS Android 13.0 10.47.16.116,10/7/2024 20:15,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 17:14,10.47.16.116,F40228FBA783,TRUE,R52T50ADAXL,F40228FBA783,14019,k6f0f6e,100,47093,52889,FALSE,FALSE
OBS4716POS Android 13.0 10.47.16.115,10/7/2024 20:16,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 17:43,10.47.16.115,F40228FB3396,TRUE,R52T50ADS6A,F40228FB3396,14021,k42dd57,100,47126,52889,FALSE,FALSE
OBS4473POS Android 13.0 10.44.73.121,10/7/2024 20:13,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/29/2024 0:15,10.44.73.121,F40228FBE7DD,TRUE,R52T6090ABP,F40228FBE7DD,14022,k30682f,100,45496,52890,FALSE,FALSE
OBS4473POS Android 13.0 10.44.73.112,3/13/2024 16:28,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.44.73.112,F40228FB501D,FALSE,R52T50AD1MD,,14023,,61,46777,52889,FALSE,FALSE
OBS4473POS Android 13.0 10.44.73.111,10/7/2024 15:05,1/1/0001 12:00:00 AM,10/7/2024 15:48,2/29/2024 0:14,10.44.73.111,F40228FB33A6,FALSE,R52T50ADB7V,F40228FB33A6,14024,k70b0c7,61,46952,52889,FALSE,FALSE
OBS4473POS Android 13.0 10.44.73.110,9/3/2024 20:25,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.44.73.110,F40228F7B95F,FALSE,R52T508V38M,,14025,,3,47001,52889,FALSE,FALSE
OBS4314POS Android 13.0 10.43.14.116,10/4/2024 13:37,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.43.14.116,F40228FB1255,FALSE,R52T50AEMRY,,14026,,9,47015,52889,FALSE,FALSE
OBS3656POS Android 13.0 10.36.56.119,10/7/2024 20:04,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/8/2024 19:14,10.36.56.119,F40228FB3405,TRUE,R52T50ADPGA,F40228FB3405,14029,kd3be6a,66,45645,52890,FALSE,FALSE
OBS4463POS Android 13.0 10.44.63.113,10/7/2024 20:18,1/1/0001 12:00:00 AM,10/7/2024 20:28,3/1/2024 0:12,10.44.63.113,F40228FBA7AB,TRUE,R52T50AD22R,F40228FBA7AB,14031,k445436,100,45633,52890,FALSE,FALSE
OBS4463POS Android 13.0 10.44.63.115,10/7/2024 19:28,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 12:28,10.44.63.115,F40228FB330F,TRUE,R52T50AD2HP,F40228FB330F,14032,k9616c6,100,45618,52890,FALSE,FALSE
OBS4463POS Android 13.0 10.44.63.111,10/7/2024 20:21,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/29/2024 0:15,10.44.63.111,F40228FB1050,TRUE,R52T508TRDY,F40228FB1050,14033,k066989,100,45313,52890,FALSE,FALSE
OBS4463POS Android 13.0 10.44.63.114,10/7/2024 20:16,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/28/2024 17:30,10.44.63.114,F40228FBA769,TRUE,R52T508VLYF,F40228FBA769,14034,k4cffc1,51,45397,52890,FALSE,FALSE
OBS3656POS Android 13.0 10.36.56.113,10/7/2024 19:53,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/6/2024 16:28,10.36.56.113,F40228FB54D1,TRUE,R52T50ADB5J,F40228FB54D1,14035,ka9d935,100,45403,52890,FALSE,FALSE
OBS4463POS Android 13.0 10.44.63.116,6/1/2024 2:20,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.44.63.116,F40228FB368F,FALSE,R52T50ADH9R,,14037,,94,46755,52889,FALSE,FALSE
OBS4463POS Android 13.0 10.44.63.119,10/7/2024 20:13,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 13:40,10.44.63.119,F40228FB366F,TRUE,R52T50AD94R,F40228FB366F,14038,k0e3024,95,47170,52889,FALSE,FALSE
OBS4463POS Android 13.0 10.44.63.118,10/7/2024 20:06,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/29/2024 0:01,10.44.63.118,F40228FB54B5,TRUE,R52T50AD32V,F40228FB54B5,14039,k08697e,100,46656,52889,FALSE,FALSE
OBS4463POS Android 13.0 10.44.63.121,10/7/2024 19:57,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/28/2024 17:15,10.44.63.121,F40228FB34D1,TRUE,R52T50AD8VA,F40228FB34D1,14040,k4c835f,88,45814,52890,FALSE,FALSE
OBS3656POS Android 13.0 10.36.56.110,10/7/2024 19:41,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/6/2024 15:44,10.36.56.110,F40228FB7356,TRUE,R52T50AD5NT,F40228FB7356,14042,k8e2182,54,44687,52890,FALSE,FALSE
OBS3656POS Android 13.0 10.36.56.116,10/7/2024 19:52,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/6/2024 16:30,10.36.56.116,F40228FB34B7,TRUE,R52T50ADF6D,F40228FB34B7,14043,k6f087a,100,45671,52890,FALSE,FALSE
OBS3656POS Android 13.0 10.36.56.120,10/7/2024 20:13,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/6/2024 22:26,10.36.56.120,F40228FB556C,TRUE,R52T50AD49Y,F40228FB556C,14045,k431344,72,45391,52890,FALSE,FALSE
OBS3656POS Android 13.0 10.36.56.114,10/7/2024 19:45,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/6/2024 23:33,10.36.56.114,F40228FB5414,TRUE,R52T50ADZZV,F40228FB5414,14046,ke622c7,64,45542,52890,FALSE,FALSE
OBS3656POS Android 13.0 10.36.56.112,10/7/2024 19:58,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/8/2024 16:31,10.36.56.112,F40228FB501C,TRUE,R52T50ADGVD,F40228FB501C,14048,kcaeed6,100,45654,52890,FALSE,FALSE
OBS3656POS Android 13.0 10.36.56.118,10/7/2024 19:49,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/6/2024 18:25,10.36.56.118,F40228FB53FF,TRUE,R52T50ADYHL,F40228FB53FF,14049,kcbb1a5,89,45424,52890,FALSE,FALSE
OBS4715POS Android 13.0 10.47.15.117,10/7/2024 20:21,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 21:05,10.47.15.117,F40228FB34F3,TRUE,R52T50AD0ZN,F40228FB34F3,14051,ked0ed1,66,45602,52890,FALSE,FALSE
OBS4715POS Android 13.0 10.47.15.114,10/6/2024 22:30,1/1/0001 12:00:00 AM,10/6/2024 23:21,2/29/2024 9:52,10.47.15.114,F40228FB73AE,FALSE,R52T508VE4D,F40228FB73AE,14052,k3e3133,5,45455,52890,FALSE,FALSE
OBS4715POS Android 13.0 10.47.15.120,10/7/2024 19:51,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 21:06,10.47.15.120,F40228FBA782,TRUE,R52T50AD1CZ,F40228FBA782,14053,kae12d9,100,45513,52890,FALSE,FALSE
OBS4715POS Android 13.0 10.47.15.119,10/6/2024 23:46,1/1/0001 12:00:00 AM,10/6/2024 23:56,2/29/2024 9:39,10.47.15.119,F40228FB43A7,FALSE,R52T50AD1FV,F40228FB43A7,14054,k056c09,100,45699,52890,FALSE,FALSE
OBS4715POS Android 13.0 10.47.15.113,2/17/2024 4:35,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.47.15.113,F40228FB504C,FALSE,R52T50ADC6F,,14055,,100,45585,52890,FALSE,FALSE
OBS4715POS Android 13.0 10.47.15.116,10/7/2024 20:22,1/1/0001 12:00:00 AM,10/7/2024 20:24,2/28/2024 15:52,10.47.15.116,F40228FB541F,TRUE,R52T50ADBRP,F40228FB541F,14056,kade9a6,100,45627,52890,FALSE,FALSE
OBS4715POS Android 13.0 10.47.15.121,10/7/2024 19:37,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/29/2024 11:14,10.47.15.121,F40228FB33BC,TRUE,R52T50AD9NB,F40228FB33BC,14057,kebbd61,100,45670,52890,FALSE,FALSE
OBS4715POS Android 13.0 10.47.15.115,10/7/2024 19:59,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 20:19,10.47.15.115,F40228FB3585,TRUE,R52T50AD2MR,F40228FB3585,14058,kc69f58,72,45695,52890,FALSE,FALSE
OBS4715POS Android 13.0 10.47.15.112,10/6/2024 22:18,1/1/0001 12:00:00 AM,10/6/2024 22:50,2/28/2024 19:51,10.47.15.112,F40228FB5067,FALSE,R52T508TZNA,F40228FB5067,14059,k353850,100,46990,52889,FALSE,FALSE
OBS4715POS Android 13.0 10.47.15.118,10/7/2024 20:18,1/1/0001 12:00:00 AM,10/7/2024 20:27,3/1/2024 20:19,10.47.15.118,F40228FB35AD,TRUE,R52T50ACWVE,F40228FB35AD,14060,kedc401,100,45322,52890,FALSE,FALSE
OBS4715POS Android 13.0 10.47.15.110,10/7/2024 20:01,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 18:52,10.47.15.110,F40228FB341B,TRUE,R52T50AEMQR,F40228FB341B,14061,k4cc510,85,47014,52889,FALSE,FALSE
OBS4715POS Android 13.0 10.47.15.111,10/7/2024 20:03,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 21:54,10.47.15.111,F40228FB5538,TRUE,R52T50AD8PD,F40228FB5538,14062,kd0ce9f,100,46975,52889,FALSE,FALSE
OBS4471POS Android 13.0 10.44.71.120,10/7/2024 17:50,1/1/0001 12:00:00 AM,10/7/2024 18:08,2/29/2024 20:58,10.44.71.120,F40228F7BAE2,FALSE,R52T508VQ2W,F40228F7BAE2,14063,k883a5e,63,47162,52889,FALSE,FALSE
OBS4471POS Android 13.0 10.44.71.119,10/7/2024 1:43,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.44.71.119,F40228FB42C5,FALSE,R52T508VNVD,,14064,,76,46827,52889,FALSE,FALSE
OBS3663POS Android 13.0 10.36.63.110,10/5/2024 22:10,1/1/0001 12:00:00 AM,10/5/2024 22:52,3/7/2024 4:53,10.36.63.110,F40228E02089,FALSE,R52T508V7YZ,F40228E02089,14065,k80269b,32,45575,52890,FALSE,FALSE
OBS3663POS Android 13.0 10.36.63.113,10/7/2024 20:19,1/1/0001 12:00:00 AM,10/7/2024 20:30,3/6/2024 16:38,10.36.63.113,F40228FBE7EB,TRUE,R52T608ZF3E,F40228FBE7EB,14066,k84480d,100,45812,52890,FALSE,FALSE
OBS3663POS Android 13.0 10.36.63.112,10/7/2024 14:35,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/7/2024 10:59,10.36.63.112,F40228FBA4BA,TRUE,R52T50AE4ZM,F40228FBA4BA,14067,k7fcd22,24,45339,52890,FALSE,FALSE
OBS3663POS Android 13.0 10.36.63.116,10/7/2024 16:09,1/1/0001 12:00:00 AM,10/7/2024 16:35,3/8/2024 21:14,10.36.63.116,F40228FE5376,FALSE,R52T6090AZK,F40228FE5376,14072,kb4bfdf,29,45380,52890,FALSE,FALSE
OBS3663POS Android 13.0 10.36.63.118,10/7/2024 19:51,1/1/0001 12:00:00 AM,10/7/2024 20:30,3/6/2024 21:39,10.36.63.118,F40228FB372C,TRUE,R52T50BVLHA,F40228FB372C,14074,kd2a756,100,45612,52890,FALSE,FALSE
OBS3664POS Android 13.0 10.36.64.117,10/7/2024 19:49,1/1/0001 12:00:00 AM,10/7/2024 20:31,3/7/2024 2:09,10.36.64.117,F40228FB52F7,TRUE,R52T50AECWZ,F40228FB52F7,14077,kda9dc1,100,45739,52890,FALSE,FALSE
OBS3664POS Android 13.0 10.36.64.116,10/7/2024 19:58,1/1/0001 12:00:00 AM,10/7/2024 20:31,3/8/2024 16:22,10.36.64.116,F40228FB4206,TRUE,R52T508TZQX,F40228FB4206,14078,kf2e66c,100,45574,52890,FALSE,FALSE
OBS3664POS Android 13.0 10.36.64.119,10/7/2024 20:07,1/1/0001 12:00:00 AM,10/7/2024 20:31,3/7/2024 1:19,10.36.64.119,F40228E02040,TRUE,R52T50AEM7M,F40228E02040,14079,kc3460d,100,45748,52890,FALSE,FALSE
OBS3661POS Android 13.0 10.36.61.118,10/7/2024 20:11,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/6/2024 17:02,10.36.61.118,F40228FB771B,TRUE,R52T50AEKXF,F40228FB771B,14080,ke1f68f,100,45495,52890,FALSE,FALSE
OBS3664POS Android 13.0 10.36.64.111,10/7/2024 19:42,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.36.64.111,F40228FBA3C4,FALSE,R52T50BSXHD,,14081,,62,45996,52890,FALSE,FALSE
OBS3664POS Android 13.0 10.36.64.110,10/7/2024 19:49,1/1/0001 12:00:00 AM,10/7/2024 20:31,3/6/2024 14:25,10.36.64.110,F40228FB7541,TRUE,R52T508TSMK,F40228FB7541,14082,k0e1551,100,45679,52890,FALSE,FALSE
OBS3664POS Android 13.0 10.36.64.118,10/7/2024 19:53,1/1/0001 12:00:00 AM,10/7/2024 20:30,3/7/2024 9:49,10.36.64.118,F40228FB3802,TRUE,R52T50BVJKV,F40228FB3802,14084,kf88c94,85,45836,52890,FALSE,FALSE
OBS3664POS Android 13.0 10.36.64.112,9/29/2024 0:09,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.36.64.112,F40228FB35E0,FALSE,R52T50BVC7D,,14085,,100,45580,52890,FALSE,FALSE
OBS3664POS Android 13.0 10.36.64.121,10/7/2024 19:37,1/1/0001 12:00:00 AM,10/7/2024 20:31,3/7/2024 7:46,10.36.64.121,F40228FB35D7,TRUE,R52T50ACH7Y,F40228FB35D7,14086,kd30f31,100,45843,52890,FALSE,FALSE
OBS3664POS Android 13.0 10.36.64.115,10/7/2024 19:30,1/1/0001 12:00:00 AM,10/7/2024 20:31,3/6/2024 16:10,10.36.64.115,F40228FB4379,TRUE,R52T50AE78H,F40228FB4379,14087,k1087ea,100,45804,52890,FALSE,FALSE
OBS3661POS Android 13.0 10.36.61.116,10/7/2024 19:54,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.36.61.116,F40228FB3771,FALSE,R52T50AE9MJ,,14088,,100,45779,52890,FALSE,FALSE
OBS3664POS Android 13.0 10.36.64.120,10/7/2024 19:45,1/1/0001 12:00:00 AM,10/7/2024 20:31,3/7/2024 2:24,10.36.64.120,F40228FB26EF,TRUE,R52T508VARN,F40228FB26EF,14089,k534bd9,4,45651,52890,FALSE,FALSE
OBS3664POS Android 13.0 10.36.64.114,10/7/2024 19:33,1/1/0001 12:00:00 AM,10/7/2024 20:31,3/6/2024 21:29,10.36.64.114,F40228FB52AC,TRUE,R52T50ACJ3Z,F40228FB52AC,14090,k06fda7,100,45715,52890,FALSE,FALSE
OBS3661POS Android 13.0 10.36.61.119,10/7/2024 20:21,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/10/2024 0:28,10.36.61.119,F40228FB0F93,TRUE,R52T508VG7R,F40228FB0F93,14092,k1979f2,100,45616,52890,FALSE,FALSE
OBS3661POS Android 13.0 10.36.61.120,10/7/2024 19:50,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/7/2024 16:23,10.36.61.120,F40228FBA2E3,TRUE,R52T50BVQ9H,F40228FBA2E3,14093,kf7298c,80,45442,52890,FALSE,FALSE
OBS3661POS Android 13.0 10.36.61.117,10/7/2024 19:44,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/7/2024 4:30,10.36.61.117,F40228FB372F,TRUE,R52T50BVL2F,F40228FB372F,14094,k91818f,100,45772,52890,FALSE,FALSE
OBS3661POS Android 13.0 10.36.61.114,10/7/2024 19:26,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/6/2024 23:48,10.36.61.114,F40228F7BE0C,TRUE,R52T508VQDY,F40228F7BE0C,14095,k8b9d84,31,45723,52890,FALSE,FALSE
OBS3661POS Android 13.0 10.36.61.115,10/7/2024 19:44,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/7/2024 6:16,10.36.61.115,F40228FD27FF,TRUE,R52T50BVEVB,F40228FD27FF,14096,k88ba67,53,45684,52890,FALSE,FALSE
OBS3661POS Android 13.0 10.36.61.110,10/7/2024 19:23,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.36.61.110,F40228FBA1B4,FALSE,R52T50BVJSL,,14097,,30,45726,52890,FALSE,FALSE
OBS3661POS Android 13.0 10.36.61.113,10/4/2024 1:24,1/1/0001 12:00:00 AM,10/4/2024 2:04,3/6/2024 23:13,10.36.61.113,F40228FB35DF,FALSE,R52T50BT2KX,F40228FB35DF,14099,kdbe289,100,45233,52890,FALSE,FALSE
OBS4116POS Android 13.0 10.41.16.116,10/7/2024 20:01,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.41.16.116,F40228FB531E,FALSE,R52T50AD5PF,,14101,,19,45224,52890,FALSE,FALSE
OBS4116POS Android 13.0 10.41.16.117,10/7/2024 19:39,1/1/0001 12:00:00 AM,10/7/2024 20:15,2/22/2024 2:40,10.41.16.117,F40228FB51C2,FALSE,R52T50ADCYB,F40228FB51C2,14102,kc6c4e9,37,45665,52890,FALSE,FALSE
OBS4116POS Android 13.0 10.41.16.120,10/7/2024 14:18,1/1/0001 12:00:00 AM,10/7/2024 20:21,2/24/2024 0:34,10.41.16.120,F40228FB355D,FALSE,R52T50AEEKV,F40228FB355D,14103,k553909,52,45497,52890,FALSE,FALSE
OBS4116POS Android 13.0 10.41.16.112,10/7/2024 19:30,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/21/2024 18:04,10.41.16.112,F40228FE53A1,TRUE,R52T608ZRKT,F40228FE53A1,14104,k68a433,74,45578,52890,FALSE,FALSE
OBS4116POS Android 13.0 10.41.16.119,10/7/2024 19:56,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/22/2024 11:19,10.41.16.119,F40228FB439C,TRUE,R52T50ADDBJ,F40228FB439C,14105,k7ccaf8,71,45408,52890,FALSE,FALSE
OBS4116POS Android 13.0 10.41.16.121,10/7/2024 19:51,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/22/2024 3:44,10.41.16.121,F40228FB553E,TRUE,R52T50AD7ML,F40228FB553E,14106,k56832d,21,45464,52890,FALSE,FALSE
OBS4116POS Android 13.0 10.41.16.114,10/7/2024 19:46,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/22/2024 1:49,10.41.16.114,F40228FB354C,TRUE,R52T50ADBKW,F40228FB354C,14107,k85ffce,11,45465,52890,FALSE,FALSE
OBS4116POS Android 13.0 10.41.16.113,10/7/2024 20:21,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.41.16.113,F40228FBE926,FALSE,R52T608Z9NR,,14108,,41,45731,52890,FALSE,FALSE
OBS4116POS Android 13.0 10.41.16.118,10/7/2024 20:11,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.41.16.118,F40228FB5124,FALSE,R52T50AD78X,,14109,,41,45494,52890,FALSE,FALSE
OBS4116POS Android 13.0 10.41.16.111,10/7/2024 20:20,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/21/2024 21:13,10.41.16.111,F40228FE53A0,TRUE,R52T608ZTJJ,F40228FE53A0,14110,ka9b984,96,45369,52890,FALSE,FALSE
OBS4116POS Android 13.0 10.41.16.110,10/7/2024 20:20,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/21/2024 21:52,10.41.16.110,F40228FAF8C8,TRUE,R52T60906RF,F40228FAF8C8,14111,kead288,51,45750,52890,FALSE,FALSE
OBS4116POS Android 13.0 10.41.16.115,12/19/2023 6:59,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.41.16.115,F40228FB42A1,FALSE,R52T50ADRER,,14112,,29,45437,52890,FALSE,FALSE
OBS4451POS Android 13.0 10.44.51.115,10/7/2024 20:06,1/1/0001 12:00:00 AM,10/7/2024 20:25,2/29/2024 18:20,10.44.51.115,F40228FB4299,TRUE,R52T508TP3V,F40228FB4299,14113,ka0604f,100,46846,52889,FALSE,FALSE
OBS2141POS Android 13.0 10.21.41.110,10/7/2024 20:08,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/28/2024 22:18,10.21.41.110,F40228FB1170,TRUE,R52T50AE8FT,F40228FB1170,14116,k3c1eb5,100,45571,52890,FALSE,FALSE
OBS2141POS Android 13.0 10.21.41.114,10/7/2024 20:02,1/1/0001 12:00:00 AM,9/24/2024 9:07,2/29/2024 9:00,10.21.41.114,F40228FBA200,FALSE,R52T50AC3NY,F40228FBA200,14117,k1d292c,91,45433,52890,FALSE,FALSE
OBS2142POS Android 13.0 10.21.42.117,4/20/2024 14:07,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.21.42.117,F40228FB5567,FALSE,R52T50ABZCM,,14119,,53,45180,52890,FALSE,FALSE
OBS2142POS Android 13.0 10.21.42.110,10/6/2024 19:06,1/1/0001 12:00:00 AM,10/6/2024 19:25,2/29/2024 8:23,10.21.42.110,F40228FBA3F4,FALSE,R52T50ABDNF,F40228FBA3F4,14120,kb86325,10,45649,52890,FALSE,FALSE
OBS2142POS Android 13.0 10.21.42.118,10/7/2024 19:27,1/1/0001 12:00:00 AM,10/7/2024 20:30,2/29/2024 5:54,10.21.42.118,F40228FB4350,TRUE,R52T50ABS1W,F40228FB4350,14122,kfac105,100,45473,52890,FALSE,FALSE
OBS2142POS Android 13.0 10.21.42.113,10/7/2024 20:14,1/1/0001 12:00:00 AM,10/7/2024 20:30,2/28/2024 22:19,10.21.42.113,F40228FB5321,TRUE,R52T50ABWGP,F40228FB5321,14123,kde5a46,100,45649,52890,FALSE,FALSE
OBS2142POS Android 13.0 10.21.42.112,10/7/2024 20:07,1/1/0001 12:00:00 AM,10/7/2024 20:30,2/29/2024 1:07,10.21.42.112,F40228FB776C,TRUE,R52T50ABT5X,F40228FB776C,14124,k12bb6d,100,45430,52890,FALSE,FALSE
OBS2142POS Android 13.0 10.21.42.111,10/7/2024 19:59,1/1/0001 12:00:00 AM,10/7/2024 20:30,3/5/2024 15:17,10.21.42.111,F40228FB72E4,TRUE,R52T50ABN4E,F40228FB72E4,14126,k2b564e,100,45775,52890,FALSE,FALSE
OBS2142POS Android 13.0 10.21.42.114,4/25/2024 20:33,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.21.42.114,F40228FB72E0,FALSE,R52T50ABBSD,,14128,,100,43786,52890,FALSE,FALSE
OBS2142POS Android 13.0 10.21.42.120,10/7/2024 20:12,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/29/2024 9:55,10.21.42.120,F40228FB529D,TRUE,R52T50ABD6P,F40228FB529D,14130,kf58d80,4,45347,52890,FALSE,FALSE
OBS2142POS Android 13.0 10.21.42.121,10/7/2024 20:22,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.21.42.121,F40228FB4302,FALSE,R52T50BVMNX,,14131,,100,46085,52889,FALSE,FALSE
OBS2142POS Android 13.0 10.21.42.119,10/7/2024 20:10,1/1/0001 12:00:00 AM,10/7/2024 20:30,2/29/2024 0:19,10.21.42.119,F40228FBA384,TRUE,R52T50AEAEL,F40228FBA384,14133,k0c7ec2,100,45286,52890,FALSE,FALSE
OBS2141POS Android 13.0 10.21.41.117,10/7/2024 19:47,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/28/2024 23:01,10.21.41.117,F40228FB43DF,TRUE,R52T50ACHVD,F40228FB43DF,14136,kb99c56,39,45546,52890,FALSE,FALSE
OBS4120POS Android 13.0 10.41.20.121,10/7/2024 19:53,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/21/2024 18:33,10.41.20.121,F40228FB365D,TRUE,R52T50ADX8N,F40228FB365D,14139,kbe66da,50,44738,52890,FALSE,FALSE
OBS4120POS Android 13.0 10.41.20.111,10/6/2024 22:57,1/1/0001 12:00:00 AM,10/6/2024 23:12,2/22/2024 5:03,10.41.20.111,F40228FB52BD,FALSE,R52T50AB2EB,F40228FB52BD,14141,kd63b60,49,45250,52890,FALSE,FALSE
OBS4120POS Android 13.0 10.41.20.118,9/27/2024 20:12,1/1/0001 12:00:00 AM,9/27/2024 20:24,3/8/2024 21:13,10.41.20.118,F40228FB5114,FALSE,R52T50ADF0V,F40228FB5114,14143,kdbc2b2,1,45247,52890,FALSE,FALSE
OBS4114POS Android 13.0 10.41.14.120,10/7/2024 20:06,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/21/2024 21:11,10.41.14.120,F40228FB349C,TRUE,R52T50ADXTN,F40228FB349C,14148,k0775fb,93,45431,52890,FALSE,FALSE
OBS4114POS Android 13.0 10.41.14.121,10/7/2024 19:58,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/22/2024 3:21,10.41.14.121,F40228FB510D,TRUE,R52T50ADH1T,F40228FB510D,14149,k03e9cd,52,45841,52890,FALSE,FALSE
OBS4120POS Android 13.0 10.41.20.117,10/7/2024 19:32,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/22/2024 16:41,10.41.20.117,F40228FE5419,TRUE,R52T608ZQ2N,F40228FE5419,14151,k91ba8f,100,45743,52890,FALSE,FALSE
OBS4114POS Android 13.0 10.41.14.117,10/7/2024 20:16,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/21/2024 21:08,10.41.14.117,F40228FB41AA,TRUE,R52T50ADEWX,F40228FB41AA,14152,k3a74d5,75,44944,52890,FALSE,FALSE
OBS4114POS Android 13.0 10.41.14.118,10/7/2024 19:57,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/21/2024 15:59,10.41.14.118,F40228FB50E1,TRUE,R52T50ADBLX,F40228FB50E1,14153,kbf950c,100,45472,52890,FALSE,FALSE
